id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,2.734,376,0,https://m.media-amazon.com/images/M/MV5BY2E3YjliMWEtYzlmOC00NmU5LWE4NGItNmIyZmNkZjkwNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2421
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,2.106,226,0,https://m.media-amazon.com/images/M/MV5BODk0NzA4MTMtNGQ3Zi00OTdlLThiZmQtOTI0YWEyNDFiMTg2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,2422
2423,"Christmas Vacation (1989)",Comedy,3.624,394,0,https://m.media-amazon.com/images/M/MV5BMGZkMWQ2MzMtYTkxYS00OThmLWI0ZTQtNmY0ZTkyY2E4MjliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2423
2424,"You've Got Mail (1998)",Comedy|Romance,3.386,668,0,https://m.media-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2424
2425,"General, The (1998)",Crime,3.474,38,0,https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,2425
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,3.0,30,0,https://m.media-amazon.com/images/M/MV5BMDQ4ZmNlODUtMjhhYi00Y2MzLTk5ODMtZGJlYzMyZmYxMjBlXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,2426
2427,"Thin Red Line, The (1998)",Action|Drama|War,3.456,710,0,https://m.media-amazon.com/images/M/MV5BYjEzMTM2NjAtNWFmZC00MTVlLTgyMmQtMGQyNTFjZDk5N2NmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,2427
2428,"Faculty, The (1998)",Horror|Sci-Fi,2.744,454,0,https://m.media-amazon.com/images/M/MV5BZTcwZGNiMWYtMTYwNC00MGVjLWI5OTQtODhkZTU4ZDZjOGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2428
2429,"Mighty Joe Young (1998)","Adventure|Children's|Drama",2.813,150,0,https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_SX300.jpg,2429
2430,"Mighty Joe Young (1949)","Adventure|Children's|Drama",3.271,118,0,https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_SX300.jpg,2430
2431,"Patch Adams (1998)",Comedy|Drama,3.065,336,0,https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2431
2432,"Stepmom (1998)",Drama,3.397,116,0,https://m.media-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2432
2433,"Civil Action, A (1998)",Drama,3.355,512,0,https://m.media-amazon.com/images/M/MV5BZmEzNjhiZWEtNTM5OS00ZmQyLThhYjEtNjY4ZDZhOGFkMzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2433
2434,"Down in the Delta (1998)",Drama,3.688,64,0,https://m.media-amazon.com/images/M/MV5BNjMwMTgzOTkwNF5BMl5BanBnXkFtZTcwNzQ3NjIyMQ@@._V1_SX300.jpg,2434
2435,"Hurlyburly (1998)",Drama,2.889,72,0,https://m.media-amazon.com/images/M/MV5BZjk5OTIyNDQtNzQ1Mi00NDM5LWIwMGUtN2Y0MzNiZGQ4NDhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2435
2436,"Tea with Mussolini (1999)",Comedy,3.366,82,0,https://m.media-amazon.com/images/M/MV5BMTcyNDQxODUyOF5BMl5BanBnXkFtZTcwNTczMTM3NA@@._V1_SX300.jpg,2436
2437,"Wilde (1997)",Drama,3.769,78,0,https://m.media-amazon.com/images/M/MV5BZGRjYWM5YmQtZDBlNC00ZWNjLThkMDMtYWIzZGQwYjA2ZDQ5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2437
2438,"Outside Ozona (1998)",Drama|Thriller,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTIyMjAzOTM1NF5BMl5BanBnXkFtZTcwMjA1MzcxMQ@@._V1_SX300.jpg,2438
2439,"Affliction (1997)",Drama,3.724,152,0,https://m.media-amazon.com/images/M/MV5BMTY0NDc0NDMzN15BMl5BanBnXkFtZTcwOTU0NjcyMQ@@._V1_SX300.jpg,2439
2440,"Another Day in Paradise (1998)",Drama,3.526,38,0,https://m.media-amazon.com/images/M/MV5BMjY2MDNmYWEtNGMzNC00YjdlLTkxYTItNTk3Njk1YTBiNzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2440
2441,"Hi-Lo Country, The (1998)",Drama|Western,2.714,14,0,https://m.media-amazon.com/images/M/MV5BMDZhMTg3Y2QtM2Q3MC00NWI5LWE3MjYtZmRjMTcwYWNhNmU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2441
2442,"Hilary and Jackie (1998)",Drama,3.868,152,0,https://m.media-amazon.com/images/M/MV5BZjkyNjVmZmYtZmY4YS00MmZmLTllYmYtMzc0OThkNTUxZWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2442
2443,"Playing by Heart (1998)",Drama|Romance,3.651,126,0,https://m.media-amazon.com/images/M/MV5BOTMxYmVmZTgtZjc5Yi00N2VmLThmNGUtOGNiM2QwODJmMzY2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,2443
2444,"24 7: Twenty Four Seven (1997)",Comedy|Drama,5.0,2,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,2444
2445,"At First Sight (1999)",Drama,2.6,60,0,https://m.media-amazon.com/images/M/MV5BZGEyOTI4M2YtNmU4YS00MmNiLTgxMjgtZWRmOTdmMzUzZTAwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,2445
2446,"In Dreams (1999)",Thriller,2.259,54,0,https://m.media-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2446
2447,"Varsity Blues (1999)",Comedy|Drama,3.034,234,0,https://m.media-amazon.com/images/M/MV5BZGVlYjRmYTUtNTRiYS00ODNmLThlNDQtNzc3OWJmYTlkMzM0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2447
2448,"Virus (1999)",Horror|Sci-Fi,2.184,174,0,https://m.media-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,2448
2449,"Garbage Pail Kids Movie, The (1987)","Adventure|Children's",1.769,26,0,https://m.media-amazon.com/images/M/MV5BMTgzMzEwMzY5Nl5BMl5BanBnXkFtZTgwMzczNjkwMzE@._V1_SX300.jpg,2449
2450,"Howard the Duck (1986)","Adventure|Children's|Sci-Fi",2.055,330,0,https://m.media-amazon.com/images/M/MV5BZWQ5Y2FmMmItZjYzNC00Yzc5LWE0ZjYtMTI4YTA1ZGJkZjgyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,2450
2451,"Gate, The (1987)",Horror,2.674,92,0,https://m.media-amazon.com/images/M/MV5BM2Q1ZTFhMmYtNDljMS00Y2ZhLWE3M2QtMjYwYmFkYmJmMjI1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,2451
2452,"Gate II: Trespassers, The (1990)",Horror,1.25,8,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,2452
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,3.247,154,0,https://m.media-amazon.com/images/M/MV5BMmIwYTU0ZTItNzEzYy00Yzk1LWFlYTMtODY2NzkyYTViMDNjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,2453
2454,"Fly, The (1958)",Horror|Sci-Fi,3.444,410,0,https://m.media-amazon.com/images/M/MV5BODcxMGMwOGEtMDUxMi00MzE5LTg4YTYtYjk1YjA4MzQxNTNlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,2454
2455,"Fly, The (1986)",Horror|Sci-Fi,3.482,934,0,https://m.media-amazon.com/images/M/MV5BODcxMGMwOGEtMDUxMi00MzE5LTg4YTYtYjk1YjA4MzQxNTNlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,2455
2456,"Fly II, The (1989)",Horror|Sci-Fi,2.354,254,0,https://m.media-amazon.com/images/M/MV5BOTAyYjljNDctODg5Mi00YjYxLTk5MTMtZTk3MDk4NGZkN2MwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2456
2457,"Running Scared (1986)",Action|Comedy,3.264,174,0,https://m.media-amazon.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_SX300.jpg,2457
2458,"Armed and Dangerous (1986)",Comedy|Crime,2.408,98,0,https://m.media-amazon.com/images/M/MV5BZTlhNmI0OTYtZTNkMC00Y2UwLThjN2UtNWNlNWFkNGMwZGNiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2458
2459,"Texas Chainsaw Massacre, The (1974)",Horror,3.307,176,0,https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2459
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,2.343,70,0,https://m.media-amazon.com/images/M/MV5BMDNjNTg3MWUtNjUxNi00MzYxLWJmODctNTg0ZmI1Zjc2Y2Q0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2460
2461,"Leatherface: Texas Chainsaw Massacre III (1990)",Horror,2.2,60,0,https://m.media-amazon.com/images/M/MV5BYmFhMjlkOTctNWU2MC00YmQzLWJmYWMtZTUyNzM4YTU4ODRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2461
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,1.571,56,0,https://m.media-amazon.com/images/M/MV5BMTRhYTQzNDItOGY1Ny00ZWE4LTlhMjctNmE2ODY5NzFjZDMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2462
2463,"Ruthless People (1986)",Comedy,3.435,368,0,https://m.media-amazon.com/images/M/MV5BZjJlYTE3MzYtMGMxMy00OTYyLTg5NzktYmNlOGIzNDEyYjc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2463
2464,"Trick or Treat (1986)",Horror,2.667,12,0,https://m.media-amazon.com/images/M/MV5BZGM2MTAwYWEtNzhlYi00OTc1LWJiZTQtYzY0NDA0MzY5NDU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2464
2465,"Deadly Friend (1986)",Horror,2.688,32,0,https://m.media-amazon.com/images/M/MV5BNjQ0M2Y3ODktOTZhOC00Yzg4LWE5NGQtMDQyMmRjOWQzYTYxXkEyXkFqcGdeQXVyNTQ4ODA2NzQ@._V1_SX300.jpg,2465
2466,"Belizaire the Cajun (1986)",Drama,3.333,6,0,https://m.media-amazon.com/images/M/MV5BMTExOTAxNDQ0NzheQTJeQWpwZ15BbWU3MDgxNzI1NTE@._V1_SX300.jpg,
2467,"Name of the Rose, The (1986)",Mystery,3.755,212,0,https://m.media-amazon.com/images/M/MV5BZjEyZTdhNDMtMWFkMS00ZmRjLWEyNmEtZDU3MWFkNDEzMDYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2467
2468,"Jumpin' Jack Flash (1986)",Action|Comedy|Romance|Thriller,2.625,256,0,https://m.media-amazon.com/images/M/MV5BMDJmYjMxODgtZjgwMi00N2E0LWE0N2UtMzhjMmJkNGZiNDNhXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,2468
2469,"Peggy Sue Got Married (1986)",Comedy|Romance,3.306,366,0,https://m.media-amazon.com/images/M/MV5BYjg2MzE1MzQtZDY2My00YzU2LThjNmMtODY5YTU5ZDQ2MzAzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2469
2470,"Crocodile Dundee (1986)",Adventure|Comedy,3.378,672,0,https://m.media-amazon.com/images/M/MV5BZjNlMTQ1MzQtMjNjNS00MWY4LTgxZTgtM2M5NThkMDg4N2ViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2470
2471,"Crocodile Dundee II (1988)",Adventure|Comedy,2.624,346,0,https://m.media-amazon.com/images/M/MV5BMzkxYTkxZDItYTI2YS00MDdkLWE3ODctY2YzYWQxYjJjYTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2471
2472,"Tough Guys (1986)",Comedy,2.844,64,0,https://m.media-amazon.com/images/M/MV5BODkwZjY3YTMtZjgzNS00ZWI5LWIxYTUtMjRiNWFjYWM1NTJlXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,2472
2473,"Soul Man (1986)",Comedy,2.381,126,0,https://m.media-amazon.com/images/M/MV5BY2M1ZTI5MGUtMDQ1ZS00ZmJkLWFmNjYtNWIzODE2MWI2ZGJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2473
2474,"Color of Money, The (1986)",Drama,3.425,226,0,https://m.media-amazon.com/images/M/MV5BMGUxNDNkZGQtMWEyOS00MzI0LWFmMTUtMmEyNzk1YzBiYzljXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2474
2475,"52 Pick-Up (1986)",Action|Mystery|Thriller,3.385,78,0,https://m.media-amazon.com/images/M/MV5BYjk2OGRlYTItMTIyMS00YWI3LWE3ZTktNmNkMTI5NGU1OWFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2475
2476,"Heartbreak Ridge (1986)",Action|War,3.188,224,0,https://m.media-amazon.com/images/M/MV5BNWVhYTgzMjMtZDkyYy00ZTI3LWI4MTUtZGMxNTFjNzE1YTJmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,2476
2477,"Firewalker (1986)",Adventure,2.211,38,0,https://m.media-amazon.com/images/M/MV5BOGNjYjBhYmItMDI3Ni00MWM2LWE2ZDgtY2U5MGNjNDVmYTc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2477
2478,"Three Amigos! (1986)",Comedy|Western,3.106,432,0,https://m.media-amazon.com/images/M/MV5BNTE5NDQ1NTMyNl5BMl5BanBnXkFtZTcwNjY5MDQ3NA@@._V1_SX300.jpg,2478
2479,"Gloria (1999)",Drama|Thriller,2.158,38,0,https://m.media-amazon.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg,2479
2480,"Dry Cleaning (Nettoyage Ã¯Â¿Â½ sec) (1997)",Drama,0.0,0,0,https://ia.media-imdb.com/images/M/MV5BMGY2Nzk1NDItNjdhMS00ZDY1LTlmOTAtOTcwNmE3Nzc0YWE3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2480
2481,"My Name Is Joe (1998)",Drama|Romance,3.786,28,0,https://m.media-amazon.com/images/M/MV5BMTIyODAzNjM3OF5BMl5BanBnXkFtZTcwMjMxODI5MQ@@._V1_SX300.jpg,2481
2482,"Still Crazy (1998)",Comedy|Romance,3.353,34,0,https://m.media-amazon.com/images/M/MV5BMmQzMzU2NzAtYmFkMy00MWYxLWJlM2QtZDRjMTRmNWNlZjgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,2482
2483,"Day of the Beast, The (El DÃ¯Â¿Â½a de la bestia) (1995)",Comedy|Horror|Thriller,3.2,20,0,https://m.media-amazon.com/images/M/MV5BZWRhMWI2NWUtMTQxNC00MzNmLTk4NWEtMDc3ZDBjNjdkODhkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2483
2484,"Tinseltown (1998)",Comedy,2.0,2,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNzQ1NDcxOV5BMl5BanBnXkFtZTYwMzc0NjI3._V1_SX300.jpg,2484
2485,"She's All That (1999)",Comedy|Romance,2.969,324,0,https://m.media-amazon.com/images/M/MV5BY2Y0N2YyOTQtMGNiYy00ZDViLTgxYmItODkxNzlkMWVjNTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2485
2486,"24-hour Woman (1998)",Drama,1.75,8,0,https://m.media-amazon.com/images/M/MV5BMjE5NjY2Njg0NV5BMl5BanBnXkFtZTcwMjg3OTYyMQ@@._V1_SX300.jpg,
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,2.6,10,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1Mzg1NzA0M15BMl5BanBnXkFtZTcwNTQ1NTc0MQ@@._V1_SX300.jpg,2487
2488,"Peeping Tom (1960)",Drama|Horror|Thriller,4.194,62,0,https://m.media-amazon.com/images/M/MV5BZjM3ZTAzZDYtZmFjZS00YmQ1LWJlOWEtN2I4MDRmYzY5YmRlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,2488
2489,"Spanish Fly (1998)",Drama,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4OTk4Njk5M15BMl5BanBnXkFtZTcwOTI0ODYyMQ@@._V1_SX300.jpg,
2490,"Payback (1999)",Action|Thriller,3.432,620,0,https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2490
2491,"Simply Irresistible (1999)",Comedy|Romance,2.661,112,0,https://m.media-amazon.com/images/M/MV5BM2VlNTRiYzMtYmU3Yy00OTg5LTg5ZjYtOTNjZDFlZjU0MmVkXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,2491
2492,"20 Dates (1998)",Comedy,2.95,120,0,https://m.media-amazon.com/images/M/MV5BMTY1MTIyMzI1Ml5BMl5BanBnXkFtZTYwNzg1Mzk5._V1_SX300.jpg,2492
2493,"Harmonists, The (1997)",Drama,4.333,30,0,https://m.media-amazon.com/images/M/MV5BZGM2OWQ1MDMtNWY2MS00YzhiLWE4ZTktOGFhZmI4ODdiZDlmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,2493
2494,"Last Days, The (1998)",Documentary,3.8,20,0,https://m.media-amazon.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_SX300.jpg,2494
2495,"Fantastic Planet, The (La PlanÃ¯Â¿Â½te sauvage) (1973)",Animation|Sci-Fi,3.763,76,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,2495
2496,"Blast from the Past (1999)",Comedy|Romance,3.398,322,0,https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2496
2497,"Message in a Bottle (1999)",Romance,2.677,130,0,https://m.media-amazon.com/images/M/MV5BNzk4YmJmZjAtMjc5Yy00ZWNmLTkzYTgtM2ZhM2Y1ZWE3MGM0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,2497
2498,"My Favorite Martian (1999)",Comedy|Sci-Fi,2.224,116,0,https://m.media-amazon.com/images/M/MV5BMGJmMGY1MmQtYzllNy00MWM5LWE2MDUtNWViZGI1MWY1ZWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2498
2499,"God Said 'Ha!' (1998)",Comedy,3.75,56,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MjQ4NzA4NV5BMl5BanBnXkFtZTcwMDkwMTIyMQ@@._V1_SX300.jpg,2499
2500,"Jawbreaker (1999)",Comedy,2.429,98,0,https://m.media-amazon.com/images/M/MV5BOTcwZWZkZWUtZjRhMi00ZDNhLTljOWItNjBkNzIwYTA0YWQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2500
2501,"October Sky (1999)",Drama,4.119,506,0,https://m.media-amazon.com/images/M/MV5BZmIzMjE0M2YtNzliZi00YWNmLTgyNDItZDhjNWVhY2Q2ODk0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2501
2502,"Office Space (1999)",Comedy|Romance,3.823,756,0,https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_SX300.jpg,2502
2503,"Apple, The (Sib) (1998)",Drama,4.667,6,0,https://m.media-amazon.com/images/M/MV5BMWU2OTAyMTktMTU5MC00MTNhLTg1NzAtOTZjNWFjMDRiZGUxXkEyXkFqcGdeQXVyNDY3MzUxOTI@._V1_SX300.jpg,
2504,"200 Cigarettes (1999)",Comedy|Drama,2.775,142,0,https://m.media-amazon.com/images/M/MV5BNzhmMTdjNTEtYjk5OC00NTgzLThmNWYtZDU2YTVkNWQ0M2YyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2504
2505,"8MM (1999)",Thriller,2.762,202,0,https://m.media-amazon.com/images/M/MV5BNTNiMzAxZGMtZGYwZi00NWVmLTgyNmYtMGIwZGJhNzE0NmJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,2505
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,3.266,128,0,https://m.media-amazon.com/images/M/MV5BZTlkNDFhZmEtNjhiMC00NzM4LWJmZmYtYWUyYzM0YjMzYmFhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,2506
2507,"Breakfast of Champions (1999)",Comedy,2.833,48,0,https://m.media-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_SX300.jpg,2507
2508,"Breaks, The (1999)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_SX300.jpg,2508
2509,"Eight Days a Week (1997)",Comedy,2.833,12,0,https://m.media-amazon.com/images/M/MV5BMTc0NDgwMTk2OV5BMl5BanBnXkFtZTgwNjEzODIyOTE@._V1_SX300.jpg,2509
2510,"Just the Ticket (1999)",Comedy|Romance,3.5,4,0,https://m.media-amazon.com/images/M/MV5BMTg4MjY0MDAzOV5BMl5BanBnXkFtZTYwNjQwMjU5._V1_SX300.jpg,2510
2511,"Long Goodbye, The (1973)",Crime,3.758,66,0,https://m.media-amazon.com/images/M/MV5BYzZhODNiOWYtMmNkNS00OTFhLTkzYzktYTQ4ZmNmZWMyN2ZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2511
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,4.286,14,0,https://m.media-amazon.com/images/M/MV5BYzg4NjIxNDktNGU5Yy00MjZhLWE0MzYtOTE1Yjg0NDg5YTZiXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,2512
2513,"Pet Sematary (1989)",Horror,2.891,202,0,https://m.media-amazon.com/images/M/MV5BYjBlNTBhYWQtMzg5Yi00NDA2LWJmMjYtZmM0ODhiYzkwYmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2513
2514,"Pet Sematary II (1992)",Horror,1.84,100,0,https://m.media-amazon.com/images/M/MV5BMDczNjdmYjEtN2QyYi00MTIxLTgyNmUtNzRkNzVlM2UyYTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2514
2515,"Children of the Corn II: The Final Sacrifice (1993)",Horror,1.842,38,0,https://m.media-amazon.com/images/M/MV5BOGIxYmUyZmUtMDRiOC00ZjdkLThjZmMtOGZmMjYxNTlkMGU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2515
2516,"Children of the Corn III (1994)",Horror,1.632,38,0,https://m.media-amazon.com/images/M/MV5BNTkzNmMzNmMtZDQ0Ny00YjMwLWE1ZWMtNzI2ZmQzMmJkZGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2516
2517,"Christine (1983)",Horror,3.021,192,0,https://m.media-amazon.com/images/M/MV5BZThhNDQxNzAtOTYzZC00MzZkLWI2YjItOTE2ZjliZDY3NTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2517
2518,"Night Shift (1982)",Comedy,3.424,198,0,https://m.media-amazon.com/images/M/MV5BOTFmMmM4Y2EtZDM3NC00NjhlLTkzODItMDk1NmY2NTNiOGU0L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,2518
2519,"House on Haunted Hill (1958)",Horror,3.342,76,0,https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2519
2520,"Airport (1970)",Drama,3.113,124,0,https://m.media-amazon.com/images/M/MV5BOTk5NWJkYjItMjA2MC00NThiLWE4NTctOTFlYjcwOTA1YTM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2520
2521,"Airport 1975 (1974)",Drama,2.667,54,0,https://m.media-amazon.com/images/M/MV5BNzRjMTkyYTgtN2Q4OC00NTFiLThiMzUtNjcyZjMxMjcyZjEzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,2521
2522,"Airport '77 (1977)",Drama,2.36,50,0,https://m.media-amazon.com/images/M/MV5BMzM4OWM1N2UtZTRkZi00NjA4LThiOGUtNDA4ZDc2OTI1YjBkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,2522
